%  columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=1012158, Tue Aug 23 12:47:46 2016
0 0 0.5 1.00004583438 1.0 1.0 1.00000416668 1.00000833337 1.00001250008 1.00001666681 1.00002083355 1.00002500031 1.00002916709 1.00003333389 1.0000375007 1.00004166753 1.00004583438
1 11 0.452820284068 1.00004583438 1.0 1.0 1.00000416668 1.00000833337 1.00001250008 1.00001666681 1.00002083355 1.00002500031 1.00002916709 1.00003333389 1.0000375007 1.00004166753 1.00004583438
2 22 0.409948410136 1.01933574116 0.951256813873 0.951256813873 0.966717796403 0.98051826351 0.984496370582 0.993665015909 0.995754665284 0.995757617963 0.997477276009 1.00060709607 1.00700457454 1.01011659023 1.01933574116
3 33 0.388458163466 1.03538730801 0.936164294653 0.936164294653 0.94730415203 0.959519696125 0.967331047464 0.980857799149 0.982828399007 0.992405284792 0.998441755523 1.00194113687 1.00694019617 1.00786190101 1.03538730801
4 44 0.38691953246 1.04896762177 0.911975441736 0.911975441736 0.93331969071 0.948642031766 0.958155309585 0.972838202705 0.976925956749 0.988123832637 0.996682830205 1.00197654726 1.00430154057 1.02363452097 1.04896762177
5 55 0.379051073901 1.09518412803 0.893786758225 0.893786758225 0.929818920247 0.938733256392 0.94613886952 0.953426679769 0.973677290952 0.978242842101 0.989035204612 0.999811168789 1.00716828332 1.02786907805 1.09518412803
6 66 0.355285348574 1.10066362677 0.889470645225 0.889470645225 0.913413418764 0.916497417596 0.938676883227 0.954745437289 0.968698917569 0.977693593412 0.98335724906 0.996577925309 1.01692870288 1.03271581297 1.10066362677
7 77 0.336557839155 1.10748140934 0.862195886577 0.862195886577 0.89392348871 0.914316358916 0.935126433257 0.94966219741 0.966881804757 0.97193496718 0.976076595173 0.99152571093 1.02223481563 1.04453624141 1.10748140934
8 88 0.324401303558 1.08691998483 0.852728807649 0.852728807649 0.874805110701 0.905392524287 0.919880023683 0.942400854364 0.955120365213 0.965923705823 0.978702920863 0.989664835044 1.02005621037 1.04684157731 1.08691998483
9 99 0.313418555417 1.09168037008 0.839130283026 0.839130283026 0.864359096054 0.894053112595 0.90539079671 0.943611448395 0.951642782361 0.959326404877 0.980746243276 1.00055130304 1.02035609946 1.07155151052 1.09168037008
10 110 0.284103728382 1.10084865202 0.818228127336 0.818228127336 0.847088684924 0.890533282595 0.917364584357 0.928452000336 0.957436031073 0.96287576952 0.977333094374 1.00792164577 1.01419747608 1.07099517782 1.10084865202
11 121 0.263948125206 1.09837981377 0.809111540377 0.809111540377 0.842289666097 0.875177084805 0.889888823899 0.925786472525 0.939284481809 0.958940548315 0.981167152395 1.00914003314 1.01798134524 1.0718578094 1.09837981377
