%  columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=1012158, Tue Aug 23 12:47:46 2016
0 0 0.0 0 0 0.0 1 1 1 1 1 1 1 1 1 1 1 1
1 11 -0.0186727801874 -0.000310361667855 0.000182422572534 0.0245473151024 1 1 1 1 1 1 1 1 1 1 1 1
2 22 -0.0301387557245 -1.1885324877e-05 0.000449173730672 0.0409933319693 1 1 1 1 1 1 1 1 1 1 1 1
3 33 -0.0430985822336 -9.65454099626e-05 0.000892115149306 0.0476888891445 1 1 1 1 1 1 1 1 1 1 1 1
4 44 -0.0528074041979 -0.000488471562217 0.000495731014767 0.0640862725178 0.92847231001 0.947375686451 0.963344147894 0.973330786889 0.983230609177 0.987237676235 1.00286204562 1.00530913703 1.0197297513 1.03072665006 1.04414449504 1.10216622484
5 55 -0.0830200217179 -0.00232842234213 0.00124210355494 0.0875011481307 0.92847231001 0.947375686451 0.963344147894 0.973330786889 0.983230609177 0.987237676235 1.00286204562 1.00530913703 1.0197297513 1.03072665006 1.04414449504 1.10216622484
6 66 -0.0709304199157 -0.00111805079356 0.0045781263106 0.0807727059862 0.912488612203 0.939742053027 0.952081298885 0.960494746154 0.983121748143 0.98456172671 1.0035787044 1.01213091697 1.02188773854 1.04231208768 1.05539671916 1.11500663756
7 77 -0.0924228084338 -0.00130499224103 7.46720145801e-05 0.0889407488832 0.912488612203 0.939742053027 0.952081298885 0.960494746154 0.983121748143 0.98456172671 1.0035787044 1.01213091697 1.02188773854 1.04231208768 1.05539671916 1.11500663756
8 88 -0.0998085277788 -0.000776706550787 0.00218703805256 0.0835547062009 0.882323854807 0.910294436058 0.948935300211 0.952994283074 0.961906002965 0.983070293169 1.00002177619 1.01798456145 1.0444661974 1.045776037 1.10033190833 1.1228884191
9 99 -0.113169610037 -7.92796140568e-06 0.00541656094124 0.0813782414188 0.882323854807 0.910294436058 0.948935300211 0.952994283074 0.961906002965 0.983070293169 1.00002177619 1.01798456145 1.0444661974 1.045776037 1.10033190833 1.1228884191
10 110 -0.114345791807 -0.00174293077181 0.00286737469669 0.110470943632 0.849558108104 0.892201392104 0.941769655263 0.949711767137 0.964209940787 0.989449361688 0.998440001101 1.02960757608 1.03882748753 1.06822464532 1.10937095993 1.12990696893
11 121 -0.139529840079 -0.000193675796381 0.00738490156531 0.115646728077 0.849558108104 0.892201392104 0.941769655263 0.949711767137 0.964209940787 0.989449361688 0.998440001101 1.02960757608 1.03882748753 1.06822464532 1.10937095993 1.12990696893
12 132 -0.141497074803 -0.00159978976166 0.000856448450753 0.107803893283 0.852508336705 0.900829121969 0.91442191455 0.941001531915 0.951555438887 0.981372418877 0.993683769831 1.02927909642 1.04610596844 1.06779301425 1.11897109603 1.15676130001
13 143 -0.158427154867 -0.00275529890206 0.000121340392566 0.128853340487 0.852508336705 0.900829121969 0.91442191455 0.941001531915 0.951555438887 0.981372418877 0.993683769831 1.02927909642 1.04610596844 1.06779301425 1.11897109603 1.15676130001
14 154 -0.164028126929 -4.52685373999e-05 0.00116141399837 0.147692683943 0.834516893954 0.884033610199 0.895896747886 0.901825266399 0.946196056646 0.98362568186 0.994534523246 1.02416358866 1.0405856991 1.09316202898 1.14831818098 1.18695974588
15 165 -0.18213543781 -0.000171659050244 0.000761368245627 0.139331827686 0.834516893954 0.884033610199 0.895896747886 0.901825266399 0.946196056646 0.98362568186 0.994534523246 1.02416358866 1.0405856991 1.09316202898 1.14831818098 1.18695974588
16 176 -0.214326487327 -3.59197097894e-05 0.000223923585347 0.129302673268 0.81237787098 0.884979568741 0.905054727272 0.92016728832 0.935497396146 0.963853237324 0.988812405042 1.01462619117 1.02669019372 1.09364676849 1.17523564993 1.20345415257
17 187 -0.207391863301 -0.00239462729854 0.00247138084595 0.152307380191 0.81237787098 0.884979568741 0.905054727272 0.92016728832 0.935497396146 0.963853237324 0.988812405042 1.01462619117 1.02669019372 1.09364676849 1.17523564993 1.20345415257
18 198 -0.209993720075 -0.00433369203746 0.00495945870237 0.157503653696 0.797082162473 0.880842255073 0.911766475975 0.926907034191 0.941238526556 0.966493987934 0.989190591096 1.00473422636 1.04570102974 1.10650847667 1.16024215305 1.19426094353
19 209 -0.210254499111 -0.000504220214234 0.00203167923198 0.15923029064 0.797082162473 0.880842255073 0.911766475975 0.926907034191 0.941238526556 0.966493987934 0.989190591096 1.00473422636 1.04570102974 1.10650847667 1.16024215305 1.19426094353
